timestamp,job_title,company,status,notes
2026-06-24 19:13:04,Full-Stack Developer - Expression of Interest,Remotify,failed,"Apply button not found/clickable (selector may be stale, or job uses external apply)."
2026-06-24 19:13:24,Node. Js Developer,Stackbox,failed,"Apply button not found/clickable (selector may be stale, or job uses external apply)."
2026-06-24 19:13:45,Full Stack Developer,Xzect,failed,"Apply button not found/clickable (selector may be stale, or job uses external apply)."
2026-06-24 19:14:04,Full-Stack Developer React / Node,Galaxywing It Solutions,failed,"Apply button not found/clickable (selector may be stale, or job uses external apply)."
2026-06-24 19:14:25,Full Stack Developer,Fusiontecz,failed,"Apply button not found/clickable (selector may be stale, or job uses external apply)."
2026-06-24 19:14:45,Sr. Software Engineer,Fundamento (formerly Skillr),failed,"Apply button not found/clickable (selector may be stale, or job uses external apply)."
2026-06-24 19:15:05,Web Developer,Techbinge India,failed,"Apply button not found/clickable (selector may be stale, or job uses external apply)."
2026-06-24 19:15:25,Guideware Developer (8+yoe ),ANTI-Ai PRIVATE LIMITED,failed,"Apply button not found/clickable (selector may be stale, or job uses external apply)."
2026-06-24 19:15:45,Senior Software Engineer,Zuddl,failed,"Apply button not found/clickable (selector may be stale, or job uses external apply)."
2026-06-24 19:16:05,Software Craftsperson - ROR+ React,Incubyte Datatech,failed,"Apply button not found/clickable (selector may be stale, or job uses external apply)."
2026-06-24 19:16:26,Senior Software Developer / Full Stack Developer,Sadhana It Solutions,failed,"Apply button not found/clickable (selector may be stale, or job uses external apply)."
2026-06-24 19:16:45,AI Backend Developer,Nitsan Technologies,failed,"Apply button not found/clickable (selector may be stale, or job uses external apply)."
2026-06-24 19:17:05,Full Stack Developer,Inceptory Technology,failed,"Apply button not found/clickable (selector may be stale, or job uses external apply)."
2026-06-24 19:17:26,Full Stack Web Developer,TCM Stunner It Consultants,failed,"Apply button not found/clickable (selector may be stale, or job uses external apply)."
2026-06-24 19:17:58,Senior Software Engineer,Zuddl,failed,"Apply button not found/clickable (selector may be stale, or job uses external apply)."
2026-06-24 19:18:18,Dot Net C# - Senior Software Developer,Route Mobile (RML),failed,"Apply button not found/clickable (selector may be stale, or job uses external apply)."
2026-06-24 19:18:39,"Senior Software Engineer, Full Stack",Mostudio,failed,"Apply button not found/clickable (selector may be stale, or job uses external apply)."
2026-06-24 19:18:59,Senior Java Developer,Immersive Infotech,failed,"Apply button not found/clickable (selector may be stale, or job uses external apply)."
2026-06-24 19:19:19,Full Stack Developer,E Tech Software,failed,"Apply button not found/clickable (selector may be stale, or job uses external apply)."
2026-06-24 19:19:40,Senior Java Developer,Harris Global Business Services,failed,"Apply button not found/clickable (selector may be stale, or job uses external apply)."
2026-06-24 19:20:00,Senior Java Developer,Harris Healthcare,failed,"Apply button not found/clickable (selector may be stale, or job uses external apply)."
2026-06-24 19:20:21,BPI Developer Sr Developer,Sparix Global,failed,"Apply button not found/clickable (selector may be stale, or job uses external apply)."
2026-06-24 19:20:41,BPI Developer / Senior Developer,Sparix Global,failed,"Apply button not found/clickable (selector may be stale, or job uses external apply)."
2026-06-24 19:21:02,Full Stack Developer - Grant Management Platform - Pan india,Social Alpha,failed,"Apply button not found/clickable (selector may be stale, or job uses external apply)."
2026-06-24 19:21:22,SENIOR SOFTWARE ENGINEER WITH DATA BACKGROUND,Svitla Systems,failed,"Apply button not found/clickable (selector may be stale, or job uses external apply)."
2026-06-24 19:21:42,Senior Full Stack Java Software Engineer,Global Business Ser 4u,failed,"Message: target frame detached
  (failed to check if window was closed: disconnected: not connected to DevTools)
  (Session info: chrome=149.0.7827.156)
Stacktrace:
	undetected_chromedriver!GetHandleV"
2026-06-24 19:37:07,Java Full Stack Developer,Vrinda International Noida,failed,Neither native Apply nor 'Apply on company site' button found (selectors may be stale).
2026-06-24 19:37:21,MERN Stack Developer,TCM Stunner It Consultants,skipped_login_required,Company site (https://tcmstunner.com/careers) requires account creation/login.
2026-06-24 19:37:37,Blockchain Professional,Sparix Global,needs_manual_review,No fillable form fields detected on the page.
2026-06-24 19:39:53,Full Stack Developer,E4 Software Services,needs_manual_review,No fillable form fields detected on the page.
2026-06-24 19:40:09,Full-Stack Developer - Expression of Interest,Remotify,needs_manual_review,No fillable form fields detected on the page.
2026-06-24 19:40:25,Node. Js Developer,Stackbox,needs_manual_review,No fillable form fields detected on the page.
2026-06-24 19:44:01,Java Full Stack Developer,Vrinda International Noida,failed,Naukri Apply / Apply on company site button not found or not clickable.,https://www.naukri.com/job-listings-java-full-stack-developer-vrinda-international-remote-4-to-9-years-090626504653?src=directSearch&sid=17823104359605489&xp=1&px=1,
2026-06-24 19:44:39,Full Stack Developer,Xzect,external_needs_manual_review,Could not find more fillable fields or next/submit buttons on external site.,https://www.naukri.com/job-listings-full-stack-developer-xzect-remote-0-to-5-years-240626505974?src=directSearch&sid=17823104359605489&xp=2&px=1,https://www.xzect.com/career
2026-06-24 19:46:06,Full-Stack Developer React / Node,Galaxywing It Solutions,external_needs_manual_review,"External site requires login, OTP, captcha, or account verification.",https://www.naukri.com/job-listings-full-stack-developer-react-node-galaxywing-it-solutions-remote-3-to-8-years-160626504048?src=directSearch&sid=17823104359605489&xp=3&px=1,https://www.galaxywing.com/career/
2026-06-24 19:57:56,Java Full Stack Developer,Vrinda International Noida,failed,Naukri Apply / Apply on company site button not found or not clickable.,https://www.naukri.com/job-listings-java-full-stack-developer-vrinda-international-remote-4-to-9-years-090626504653?src=directSearch&sid=17823112700602194&xp=1&px=1,
2026-06-24 19:58:29,Full Stack Developer,Fusiontecz,failed,Naukri Apply / Apply on company site button not found or not clickable.,https://www.naukri.com/job-listings-full-stack-developer-fusiontecz-solutions-remote-2-to-6-years-090626501994?src=directSearch&sid=17823112700602194&xp=2&px=1,
2026-06-24 19:59:04,Sr. Software Engineer,Fundamento (formerly Skillr),failed,Naukri Apply / Apply on company site button not found or not clickable.,https://www.naukri.com/job-listings-sr-software-engineer-fundamento-formerly-skillr-remote-3-to-6-years-050626503980?src=directSearch&sid=17823112700602194&xp=3&px=1,
2026-06-24 19:59:32,Web Developer,Techbinge India,failed,Naukri Apply / Apply on company site button not found or not clickable.,https://www.naukri.com/job-listings-web-developer-techbinge-india-pvt-ltd-remote-2-to-4-years-080626500396?src=directSearch&sid=17823112700602194&xp=4&px=1,
2026-06-24 20:00:00,Guideware Developer (8+yoe ),ANTI-Ai PRIVATE LIMITED,external_filled_manual_submit,External form filled; final submit left for manual confirmation.,https://www.naukri.com/job-listings-guideware-developer-8-yoe-anti-ai-private-limited-remote-3-to-8-years-160626504063?src=directSearch&sid=17823112700602194&xp=5&px=1,https://www.antiai.ltd/apply/0956a5fa-1e40-463e-9de5-2ee85383c628
2026-06-24 20:23:12,Java Full Stack Developer,Vrinda International Noida,failed,Naukri Apply / Apply on company site button not found or not clickable.,https://www.naukri.com/job-listings-java-full-stack-developer-vrinda-international-remote-4-to-9-years-090626504653?src=directSearch&sid=17823127870765308&xp=1&px=1,
2026-06-24 20:23:49,Full Stack Developer,Fusiontecz,failed,Naukri Apply / Apply on company site button not found or not clickable.,https://www.naukri.com/job-listings-full-stack-developer-fusiontecz-solutions-remote-2-to-6-years-090626501994?src=directSearch&sid=17823127870765308&xp=2&px=1,
2026-06-24 20:24:17,Sr. Software Engineer,Fundamento (formerly Skillr),failed,Naukri Apply / Apply on company site button not found or not clickable.,https://www.naukri.com/job-listings-sr-software-engineer-fundamento-formerly-skillr-remote-3-to-6-years-050626503980?src=directSearch&sid=17823127870765308&xp=3&px=1,
2026-06-24 20:24:45,Web Developer,Techbinge India,failed,Naukri Apply / Apply on company site button not found or not clickable.,https://www.naukri.com/job-listings-web-developer-techbinge-india-pvt-ltd-remote-2-to-4-years-080626500396?src=directSearch&sid=17823127870765308&xp=4&px=1,
2026-06-24 20:25:12,Senior Software Engineer,Zuddl,failed,Naukri Apply / Apply on company site button not found or not clickable.,https://www.naukri.com/job-listings-senior-software-engineer-zuddl-remote-4-to-6-years-100626502887?src=directSearch&sid=17823127870765308&xp=5&px=1,
2026-06-24 20:25:40,Software Craftsperson - ROR+ React,Incubyte Datatech,external_needs_manual_review,Could not find more fillable fields or next/submit buttons on external site.,https://www.naukri.com/job-listings-software-craftsperson-ror-react-incubyte-remote-2-to-5-years-240625503631?src=directSearch&sid=17823127870765308&xp=6&px=1,https://incubyte-incubyte.zohorecruit.in/jobs/Careers/141457000004276864
2026-06-24 20:26:45,Senior Software Developer / Full Stack Developer,Sadhana It Solutions,external_needs_manual_review,Could not find more fillable fields or next/submit buttons on external site.,https://www.naukri.com/job-listings-senior-software-developer-full-stack-developer-sadhana-it-solutions-remote-3-to-8-years-090625500017?src=directSearch&sid=17823127870765308&xp=7&px=1,https://sadhanaitsolutions.com/we-are-iring/#content
2026-06-24 20:28:34,AI Backend Developer,Nitsan Technologies,failed,Naukri Apply / Apply on company site button not found or not clickable.,https://www.naukri.com/job-listings-ai-backend-developer-nitsan-technologiess-remote-2-to-7-years-110626501222?src=directSearch&sid=17823127870765308&xp=8&px=1,
2026-06-24 20:29:03,Full Stack Developer,Inceptory Technology,external_filled_manual_submit,External form filled; final submit left for manual confirmation.,https://www.naukri.com/job-listings-full-stack-developer-inceptory-technology-private-limited-remote-3-to-6-years-240326503629?src=directSearch&sid=17823127870765308&xp=9&px=1,https://inceptorytechnology.com/apply
2026-06-24 20:30:25,Full Stack Web Developer,TCM Stunner It Consultants,external_needs_manual_review,"External site requires login, OTP, captcha, or account verification.",https://www.naukri.com/job-listings-full-stack-web-developer-tcm-stunner-it-consultants-remote-2-to-5-years-240626505998?src=directSearch&sid=17823127870765308&xp=10&px=1,https://tcmstunner.com/careers
2026-06-24 20:31:43,Full Stack Developer,Drona Hq,external_needs_manual_review,Could not find more fillable fields or next/submit buttons on external site.,https://www.naukri.com/job-listings-full-stack-developer-drona-mobile-dronahq-remote-2-to-5-years-230125505539?src=directSearch&sid=17823127870765308&xp=11&px=1,https://crm.dronahq.io/DMxNqNIiHItLXfeUMxGVqCEh9xRdSpLoM6EOGqs1UVE4Z?jt=Full%20Stack%20Developer
2026-06-24 20:32:58,Ruby on Rails Programmer,Avataa Solutions,external_needs_manual_review,Could not find more fillable fields or next/submit buttons on external site.,https://www.naukri.com/job-listings-ruby-on-rails-programmer-avataa-solutions-remote-2-to-5-years-150526503514?src=directSearch&sid=17823127870765308&xp=12&px=1,https://avataa.in/careers.html
2026-06-24 20:34:16,Full Stack Developer,What The Food,external_filled_manual_submit,External form filled; final submit left for manual confirmation.,https://www.naukri.com/job-listings-full-stack-developer-what-the-food-remote-3-to-8-years-100626502932?src=directSearch&sid=17823127870765308&xp=13&px=1,https://whatthefood.in/join-us
2026-06-24 20:35:44,Junior Full - Stack Business Developer,Shlok Information Systems,external_filled_manual_submit,External form filled; final submit left for manual confirmation.,https://www.naukri.com/job-listings-junior-full-stack-business-developer-shlok-information-systems-india-private-limited-remote-2-to-4-years-160626503415?src=directSearch&sid=17823127870765308&xp=14&px=1,https://career.mayvel.ai/jobs/6a1ed689ee3633a230474454
2026-06-24 20:37:38,Dot Net C# - Senior Software Developer,Route Mobile (RML),external_filled_manual_submit,External form filled; final submit left for manual confirmation.,https://www.naukri.com/job-listings-dot-net-c-senior-software-developer-routesms-solutions-ltd-remote-2-to-5-years-250526504458?src=directSearch&sid=17823127870765308&xp=15&px=1,https://routemobile.com/job/senior-software-developer-net-c/
2026-06-24 20:40:00,Full Stack Developer,Abhastra Technology,failed,Naukri Apply / Apply on company site button not found or not clickable.,https://www.naukri.com/job-listings-full-stack-developer-abhastra-technology-pvt-ltd-remote-2-to-7-years-040626501178?src=directSearch&sid=17823127870765308&xp=16&px=1,
2026-06-24 20:40:33,ServiceNow Developer,E4 Softwares,external_filled_manual_submit,External form filled; final submit left for manual confirmation.,https://www.naukri.com/job-listings-servicenow-developer-e4-softwares-remote-1-to-4-years-120626505749?src=directSearch&sid=17823127870765308&xp=17&px=1,https://ats24.e4softwares.com/career/CareerDetails1?id=6Bad1608h60Ca2
2026-06-24 20:42:01,Devops Engineer - GCP,Aventior Digital,needs_manual_review,Naukri chatbot flow stalled or needs manual attention.,https://www.naukri.com/job-listings-devops-engineer-gcp-aventior-digital-pune-3-to-8-years-140325000066?src=directSearch&sid=17823127870765308&xp=19&px=1,https://www.naukri.com/job-listings-devops-engineer-gcp-aventior-digital-pune-3-to-8-years-140325000066?src=directSearch&sid=17823127870765308&xp=19&px=1
2026-06-24 21:04:25,Java Full Stack Developer,Vrinda International Noida,failed,Naukri Apply / Apply on company site button not found or not clickable.,https://www.naukri.com/job-listings-java-full-stack-developer-vrinda-international-remote-4-to-9-years-090626504653?src=directSearch&sid=17823152584538365&xp=1&px=1,
2026-06-24 21:04:52,Full Stack Developer,Fusiontecz,failed,Naukri Apply / Apply on company site button not found or not clickable.,https://www.naukri.com/job-listings-full-stack-developer-fusiontecz-solutions-remote-2-to-6-years-090626501994?src=directSearch&sid=17823152584538365&xp=2&px=1,
2026-06-24 21:05:20,Sr. Software Engineer,Fundamento (formerly Skillr),failed,Naukri Apply / Apply on company site button not found or not clickable.,https://www.naukri.com/job-listings-sr-software-engineer-fundamento-formerly-skillr-remote-3-to-6-years-050626503980?src=directSearch&sid=17823152584538365&xp=3&px=1,
2026-06-24 21:05:48,Web Developer,Techbinge India,failed,Naukri Apply / Apply on company site button not found or not clickable.,https://www.naukri.com/job-listings-web-developer-techbinge-india-pvt-ltd-remote-2-to-4-years-080626500396?src=directSearch&sid=17823152584538365&xp=4&px=1,
2026-06-24 21:06:17,Senior Software Engineer,Zuddl,failed,Naukri Apply / Apply on company site button not found or not clickable.,https://www.naukri.com/job-listings-senior-software-engineer-zuddl-remote-4-to-6-years-100626502887?src=directSearch&sid=17823152584538365&xp=5&px=1,
2026-06-24 21:06:47,AI Backend Developer,Nitsan Technologies,failed,Naukri Apply / Apply on company site button not found or not clickable.,https://www.naukri.com/job-listings-ai-backend-developer-nitsan-technologiess-remote-2-to-7-years-110626501222?src=directSearch&sid=17823152584538365&xp=6&px=1,
2026-06-24 21:07:16,Full Stack Developer,Abhastra Technology,failed,Naukri Apply / Apply on company site button not found or not clickable.,https://www.naukri.com/job-listings-full-stack-developer-abhastra-technology-pvt-ltd-remote-2-to-7-years-040626501178?src=directSearch&sid=17823152584538365&xp=7&px=1,
2026-06-24 21:07:45,Devops Engineer - GCP,Aventior Digital,needs_manual_review,Naukri chatbot flow stalled or needs manual attention.,https://www.naukri.com/job-listings-devops-engineer-gcp-aventior-digital-pune-3-to-8-years-140325000066?src=directSearch&sid=17823152584538365&xp=8&px=1,https://www.naukri.com/job-listings-devops-engineer-gcp-aventior-digital-pune-3-to-8-years-140325000066?src=directSearch&sid=17823152584538365&xp=8&px=1
2026-06-24 21:08:39,Java Developer,Ovitech Solutions,failed,Naukri Apply / Apply on company site button not found or not clickable.,https://www.naukri.com/job-listings-java-developer-ovitech-solutions-remote-1-to-10-years-310326502534?src=directSearch&sid=17823152584538365&xp=9&px=1,
2026-06-24 21:09:07,Java Developer,Crayontek,failed,Naukri Apply / Apply on company site button not found or not clickable.,https://www.naukri.com/job-listings-java-developer-crayontek-remote-2-to-5-years-300822502752?src=directSearch&sid=17823152584538365&xp=10&px=1,
